RMAC,definition,strong,verb_core,language,lookup_source,verify_status,verify_detail
Conj-w | V-Qal-ConjImperf-3mp | Pn,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect - third person masculine plural </p><p>+ Paragogic nun</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf-3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect - third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf-3ms | 1cp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect - third person masculine singular </p><p>+ first person common plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf-3ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect - third person masculine singular </p><p>+ first person common singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf-3ms | 2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect - third person masculine singular </p><p>+ second person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf-3ms | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect - third person masculine singular </p><p>+ third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf-3ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect - third person masculine singular </p><p>+ third person masculine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf-3ms | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect - third person masculine singular </p><p>+ third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.Cohort-1cp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative - first person common plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.Cohort-1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative - first person common singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.h-1cp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative if contextual - first person common plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.h-1cp | 2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative if contextual - first person common plural </p><p>+ second person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.h-1cp | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative if contextual - first person common plural </p><p>+ third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.h-1cp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative if contextual - first person common plural </p><p>+ third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.h-1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative if contextual - first person common singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.h-1cs | 2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative if contextual - first person common singular </p><p>+ second person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.h-1cs | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative if contextual - first person common singular </p><p>+ third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.h-1cs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative if contextual - first person common singular </p><p>+ third person masculine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.h-1cs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Cohortative if contextual - first person common singular </p><p>+ third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.Jus-1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Jussive - first person common singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.Jus-2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Jussive - second person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.Jus-3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Jussive - third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjImperf.Jus-3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive imperfect Jussive - third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConjPerf-1cp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cp | 2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common plural </p><p>+ second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cp | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common plural </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common plural </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common plural </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cs | 2fs2,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common singular </p><p>+ second person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cs | 2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common singular </p><p>+ second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cs | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common singular </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common singular </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-1cs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - first person common singular </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2fp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person feminine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2fs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person feminine singular </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2ms | 1cp2,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person masculine singular </p><p>+ first person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person masculine singular </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2ms | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person masculine singular </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person masculine singular </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-2ms | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - second person masculine singular </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3cp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3cp | 1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person common plural </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3cp | 2fs2,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person common plural </p><p>+ second person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3cp | 2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person common plural </p><p>+ second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3cp | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person common plural </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3cp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person common plural </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3cp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person common plural </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3fs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person feminine singular </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3ms | 1cp2,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person masculine singular </p><p>+ first person common plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person masculine singular </p><p>+ first person common singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3ms | 2fs2,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person masculine singular </p><p>+ second person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3ms | 2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person masculine singular </p><p>+ second person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3ms | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person masculine singular </p><p>+ third person feminine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person masculine singular </p><p>+ third person masculine plural</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConjPerf-3ms | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Conjunctive perfect - third person masculine singular </p><p>+ third person masculine singular</p>,H8804,V-Qal-Perf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/parfait,OK_DEF_MATCH,Qal / Parfait
Conj-w | V-Qal-ConsecImperf-1cp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-1cp | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common plural </p><p>+ third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-1cp | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common plural </p><p>+ third person masculine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-1cp | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common plural </p><p>+ third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-1cs | 2fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common singular </p><p>+ second person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-1cs | 2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common singular </p><p>+ second person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-1cs | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common singular </p><p>+ third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-1cs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common singular </p><p>+ third person masculine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-1cs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - first person common singular </p><p>+ third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2fs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person feminine singular </p><p>+ third person masculine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person masculine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2mp | Pn,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person masculine plural </p><p>+ Paragogic nun</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2ms | 1cp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person masculine singular </p><p>+ first person common plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2ms | 1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person masculine singular </p><p>+ first person common singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2ms | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person masculine singular </p><p>+ third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2ms | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person masculine singular </p><p>+ third person masculine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-2ms | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - second person masculine singular </p><p>+ third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-3fp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - third person feminine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-3fs | 1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - third person feminine singular </p><p>+ first person common singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-3fs | 3fs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - third person feminine singular </p><p>+ third person feminine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-3fs | 3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - third person feminine singular </p><p>+ third person masculine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-3fs | 3ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - third person feminine singular </p><p>+ third person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-3mp,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - third person masculine plural</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-3mp | 1cs,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - third person masculine plural </p><p>+ first person common singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
Conj-w | V-Qal-ConsecImperf-3mp | 2ms,<p>Conjunctive waw </p><p>+ Verb - Qal - Consecutive imperfect - third person masculine plural </p><p>+ second person masculine singular</p>,H8799,V-Qal-Imperf,hebrew,allstrong_def_hebrew:hebrew_def:Qal/imparfait,OK_DEF_MATCH,Qal / Imparfait
